  -12.0000	0.0000
  -11.9760	0.0000
  -11.9520	0.0000
  -11.9280	0.0000
  -11.9040	0.0001
  -11.8800	0.0001
  -11.8560	0.0001
  -11.8320	0.0001
  -11.8080	0.0001
  -11.7840	0.0001
  -11.7600	0.0001
  -11.7360	0.0001
  -11.7120	0.0001
  -11.6880	0.0001
  -11.6640	0.0001
  -11.6400	0.0001
  -11.6160	0.0001
  -11.5920	0.0001
  -11.5680	0.0001
  -11.5440	0.0001
  -11.5200	0.0001
  -11.4960	0.0001
  -11.4720	0.0001
  -11.4480	0.0001
  -11.4240	0.0001
  -11.4000	0.0001
  -11.3760	0.0001
  -11.3520	0.0001
  -11.3280	0.0001
  -11.3040	0.0001
  -11.2800	0.0001
  -11.2560	0.0001
  -11.2320	0.0001
  -11.2080	0.0001
  -11.1840	0.0001
  -11.1600	0.0001
  -11.1360	0.0001
  -11.1120	0.0001
  -11.0880	0.0001
  -11.0640	0.0001
  -11.0400	0.0002
  -11.0160	0.0002
  -10.9920	0.0002
  -10.9680	0.0002
  -10.9440	0.0002
  -10.9200	0.0002
  -10.8960	0.0002
  -10.8720	0.0002
  -10.8480	0.0002
  -10.8240	0.0002
  -10.8000	0.0002
  -10.7760	0.0002
  -10.7520	0.0002
  -10.7280	0.0002
  -10.7040	0.0002
  -10.6800	0.0002
  -10.6560	0.0002
  -10.6320	0.0002
  -10.6080	0.0003
  -10.5840	0.0003
  -10.5600	0.0003
  -10.5360	0.0003
  -10.5120	0.0003
  -10.4880	0.0003
  -10.4640	0.0003
  -10.4400	0.0003
  -10.4160	0.0003
  -10.3920	0.0003
  -10.3680	0.0003
  -10.3440	0.0003
  -10.3200	0.0004
  -10.2960	0.0004
  -10.2720	0.0004
  -10.2480	0.0004
  -10.2240	0.0004
  -10.2000	0.0004
  -10.1760	0.0004
  -10.1520	0.0004
  -10.1280	0.0004
  -10.1040	0.0005
  -10.0800	0.0005
  -10.0560	0.0005
  -10.0320	0.0005
  -10.0080	0.0005
   -9.9840	0.0005
   -9.9600	0.0005
   -9.9360	0.0006
   -9.9120	0.0006
   -9.8880	0.0006
   -9.8640	0.0006
   -9.8400	0.0006
   -9.8160	0.0006
   -9.7920	0.0006
   -9.7680	0.0007
   -9.7440	0.0007
   -9.7200	0.0007
   -9.6960	0.0007
